,Name,Date,Likes,isPinned,Comment
133,EricHall,13 May 2014 10:46am,1,False,So should we also take into account the horrors commited against those held in Guantanamo Bay and Abu Ghraib and come to the conclusion that the majority of Americans were complicit in the torture of those people?  Conflating the actions of the civilian populace with those in the miltary is a dangerous and misleading strawman.
134,Tataumlives,13 May 2014 11:09am,1,False,"The knowledge and complicity of ordinary Germans in the persecution and annihilation of the Jews is documented as even this series acknowledges if you actually to watched it! That anyone with any sense of proportion not to mention common decency can so glibly draw an equivalence to the mistreatment of a few thousand terror suspects with the systematic persecution, forced resettlement and murder of millions of innocent civilians doesn't warrant further comment.."
135,Tataumlives,13 May 2014 11:32am,0,False,Shame on you!
136,EricHall,13 May 2014 12:56pm,2,False,Shame on you for arguing yourself into a corner and refusing to even acknowledge that your view of these events may not be the absolute truth.
137,Qube2,16 May 2014 9:47am,0,False,"Again, I disagree. No one comes out of this looking good. There were scenes of butchery, executions, anti-semitism from differing sides - all quite accurate of what we know occurred. You should stop viewing this as a decisive and summative account of what really happened. It is a flavour of the horror and descent of men. It shows nice people, people with values and then how they are broken. It shows murderers and ignorants lashing out with illogic, fear and brutality and eventually getting precisely what they deserve. It shows the innocent (the old polish couple in their farm or the Jewish girl executed) being herded and terrorised with the cheapness of their lives. Friedhelm looks like a pretty willing executioner to me."
138,Tataumlives,16 May 2014 10:05am,0,False,"No one comes out of this looking good.   Exactly the point: the filmmakers are trying to relativse the behaviour Germans by drawing dubious parallels with the conduct of others at the time, as if they were just one group among many scapegoating the Jews, which incidentally was a powerful part of Goebbels' anti-semitic propaganda, to claim the Jews were everyone's problem, no one likes them one wants them, something they exploited with great success in eastern Europe and why most of the extermination camps were located there. But the fact remains that these other groups would never have had the opportunity to act out their violent anti-semitism if it hadn't been for the Nazi conquest of their countries and certainly not in the form it took."
139,InFlanders,12 May 2014 2:04pm,7,False,"Generation War didn't ask us to hug a Nazi. It just asked us to imagine what it felt like to be one.   Did it? To be a Nazi you had to hate Jews. You couldn't possibly revere Hitler - be willing to die for the Fuhrer - on the one hand, whilst on the other hand thinking to yourself 'he's going a bit ape about the poor old Jews. They're surely not that bad'.  To watch the programme - apart from a few very small scenes that showed casual brutality towards Jewish people. - you would think that most Germans were indifferent - but certainly not hostile - to the 6 million Jews they murdered. For this reason, I found this series to delicately avoid the necessary discussion of evil, rather than to face up to it. And thus a wasted opportunity. But I agree, it was nevertheless very watchable TV."
140,DrJazz,12 May 2014 2:22pm,6,False,"You couldn't possibly revere Hitler - be willing to die for the Fuhrer - on the one hand, whilst on the other hand thinking to yourself 'he's going a bit ape about the poor old Jews. They're surely not that bad'.   You didn't have to revere Hitler or the Nazis to be made to fight in that war. Hitler also hated communists, homosexuals and gypsies. He made little headway in elections until 1930, when he joined forces with the nationalists and communists. Even in the March 1933 election, Hitler got just less than half the votes cast."
141,InFlanders,12 May 2014 2:29pm,4,False,"Even in the March 1933 election, Hitler got just less than half the votes cast.   True, but a bit misleading. The TV drama started in 1941 - 8 years after the 1933 election. That's 8 years of brainwashing in schools and churches and workplaces....and don't forget, it's also 8 years of increased prosperity, the creation of new jobs, etc. following a devastating depression. I don't mention the latter point as a credit to the regime, but to point out why people who may not have been happy with Hitler in the past might have subsequently warmed to him."
142,DrJazz,12 May 2014 5:03pm,1,False,We know for a fact that many Germans did not support Hitler despite the brainwashing.  The Schindler of Schindler's List was a real person.
143,SocalAlex,12 May 2014 5:12pm,9,False,"To be a Nazi you had to hate Jews. You couldn't possibly revere Hitler - be willing to die for the Fuhrer - on the one hand, whilst on the other hand thinking to yourself 'he's going a bit ape about the poor old Jews. They're surely not that bad'.   So incredibly simplistic I don't even know where to start. First of all, what do you even mean by &quot;being a Nazi&quot;? You have to distinguish between those who were genuine ideological Nazis (the party elite and the early adapters but yes, also many ordinary citizens), those who were &quot;opportunistic&quot; Nazis (it was a good career move) and those who were &quot;paper&quot; Nazis, who had little choice in the matter.  Only the first group actually &quot;revered&quot; Hitler; the other couple included people with a very broad cross-section of opinions and, indeed, people with no opinion much whatsoever. (E.g., to cite one extreme, Oskar Schindler was a very successful &quot;opportunisic&quot; Nazi to the end!) Secondly, it's patently untrue that every (or even most soldiers) were &quot;willing to die for the Führer&quot;. Or even supported the goals of the Nazis. (You have to distinguish between the SS and the Wehrmacht.) Again, every man had his own story, but the truth on the ground was far more complicated than you describe. Many saw it as being willing to die for their country, as opposed to its regime, and many others simply saw it in terms of taking their oath of loyalty to their &quot;brother soldiers&quot; seriously. Indeed, the latter is the line taken by e.g. a number of active members of the White Rose resistance group, who were serving soldiers all the while they were also actively working to spark a popular revolt against Hitler! (I suggest you read or watch one of the numerous interviews with Fritz Hartnagel, the fiance of Sophie Scholl and later husband of one of her sisters, who survived Stalingrad, was judged a &quot;Mitläufer&quot;* by the de-nazification courts and who spent the rest of his life campaiging against war and fascism. He explained his thinking on this subject at the time very well - but I suspect the messy reality may exceed your black and white world view.)  The other point you seem to entirely miss is that your average German soldier - in common with your average soldier at every time and place in history - was far more interested in staying alive than in dying for anything! Given that the draft was universal, being a conscientious objector was not an option and the penalty for desertion/refusing your call-up was death if you were caught, &quot;being willing to die&quot; was your only real option one way or the other! Doing it &quot;for Hitler&quot; gave you a better chance at survival than &quot;against Hitler&quot;. Frankly, I hope that had I been alive then, I would have had the courage of my convictions the way Sophie Scholl did of hers - but I'm honest enough to say, I'm not at all sure I would have. Would you have definitely refused military service/deserted and happily gone to the your execution instead? If you are willing to unequivocally say yes, then, with all due respect, I think you are lying, or you haven't actually thought about it deeply at all! *There is no real English equivalent to the German term Mitläufer , which I find a shame, as they exist at all times and in all places as well. Literally &quot;someone who goes along with something&quot;, referring to people take part in a movement, ideology and/or action in a minor role, and without genuinely believing in it - in contrast to genuine sympathisers or &quot;fellow travellers&quot;... A large number if not the majority were Mitläufer, as opposed to Hitler-worshippers, and I think you greatly underestimate the degree of &quot;indifference&quot; that was indeed present..."
144,MCJ39,12 May 2014 6:22pm,2,False,And also a member of the Nazi party. I don't know why some have this idea that every card-carrying Nazi worshipped Hitler. Many did; many others just went with what they thought was the winning side. As people tend to.
145,SocalAlex,12 May 2014 7:49pm,5,False,"I'm half Austrian. Perhaps, in your opinion, that makes me &quot;biased&quot;? My late Austrian grandma being an example. Born in 1912, into incredibly poor circumstances, she had no choice but to leave school to work in a shop at age 14. She was intelligent and intellectually curious, but her passions were art and music and literature, and till her dying day, two years ago, she remained a-political and completely disinterested in history and current affairs to a degree I (a political scientist &quot;by trade&quot; and self-described &quot;news whore&quot; and activist for as long as I can remember) found nearly impossible to even conceive!  She was also ambitious, teaching herself stenography and to speak more nicely in her free time and working her way up to a secretarial job in the local government and a lower middle-class lifestyle. One she -painfully class-conscious and appearance-conscious to her dying day as well - already then worried was &quot;too good for&quot; her. And so, knowing nothing of politics and current events and caring even less, her middle-class, well-educated superiors and colleagues told her the Nazis were a &quot;good thing&quot; she assumed they, being so much more clever and worldly were probably right, without bothering to look into it much in detail. (Did she vote for the Anschluss ? To be honest, I never - dared? - ask her; she probably either did or didn't vote at all, and if she did, it wasn't for ideological reasons, but because she was pretty much indifferent (she'd been born into a country which no longer existed, she'd already experienced three vastly different forms of government - the Austro-Hungarian empire, the first Austrian republic, and the short-lived home-grown fascist state - and the intervening chaos of the transitions, without being consciously personally affected by any of it) yet her &quot;betters&quot; (in her and society's opinion/in actual fact quite the opposite) told her to do so, and, in her words, &quot;they must be right&quot;. And then, because she worked for her local government, which overnight went from being &quot;Austrian&quot; to &quot;German&quot;, she had to join the Nazi party on paper to keep her job. At the beginning, she also saw the &quot;benefits&quot; of the Nazis - after all, they &quot;gave&quot; her her first paid vacation in over a decade and a half of full-time work -, and her naivite and genuine a-political indifference and the natural human tendency towards denial and repression kept her insulated from their full horror until it was too late.  Was she &quot;anti-semitic&quot;? Certainly no more and indeed far less so than many other people of similar backgrounds in the U.K. and the U.S. at the time. Was she &quot;evil&quot;? Certainly not! Her &quot;crimes&quot; were of omission rather than commission. The man who later became my grandfather also worked for the local government, but in a far more senior function. He refused to join the Nazi Party, and was promptly fired Already too old to be drafted he was unemployed for the duration of the war.  My grandmother's brother was a life-long Socialist. But he was equally poor and poorly-educated, and unlike her, was not ambitious. He was not &quot;leader&quot; material, he was no hero - which makes him no different from the vast majority of us. He remained a political activist, he continued to speak out openly against the Nazis as long as it was still &quot;safe enough&quot; to do so, and once it no longer was, he did so privately. And when he was drafted, he joined up and fought because - as &quot;wrong&quot; as you may find it - he wanted to live. As it happened, he didn't, dying a couple of weeks before the end of war; it took my grandmother/great-grandmother a few years to even find out that much and where. And it was only via Google and the paltry Red Cross documents they received that I could make an educated guess at the &quot;how&quot; a couple years ago - from injuries sustained by an America/British bombing raid, 3 days after the fact... So, was my grandmother &quot;a Nazi&quot;? Not according to the Americans who occupied her city - they didn't even judge her a candidate for minimal &quot;denazification&quot;, but seemlessly continued to employ her!  Was her brother? Did he deserve to die? Are the children/grandchildren of those who killed him justified in gloating about it? Was my grandfather &quot;evil/cowardly&quot; for merely sacrificing his livelihood rather than his life? It's easy to self-righteously denounce all Germans as &quot;evil&quot; from your comfortable 2014 armchair. Honestly putting yourselves in their shoes isn't.  And it hasn't escaped my notice that the very people who tend to bang on loudest about the Nazis are the very ones most eager to defend the flagrant disregard for the rule of law and the illegal wars our own current Western governments are engaged in!"
146,daisydill,12 May 2014 8:47pm,3,False,"The truth about WW2, SocalAlex, is surely that both sides did terrible ungodly things?"
147,Tataumlives,16 May 2014 10:46am,0,False,"Watchable, like Triumph of the Will!"
148,yealandRed,12 May 2014 2:05pm,6,False,"Antisemitism was pervasive throughout Europe at this time and certainly was a problem in Poland, particularly as it had a large Jewish population. So I had no problem seeing Polish antisemitism - of the partisan group and of the local farmers too. But what was a bit rich was that, because of the way in which the programme was structured, they really seemed to be the most anti-Semitic of the lot (although we did have Ukrainians rounding up jews in an earlier episode). I think it got a bit stupid how anti jewish ideology was somehow seen as more important than the general fight against the Nazis. Basically they wanted Viktor to always be under threat so his scenes seemed to be a constant case of antisemitism one-upmanship. The programme did try to show how people can become indoctrinated by ideology particularly in the actions of the nurse Charly who was ready to report her assistant as Jewish with no thought for the consequences despite having a Jewish friend herself. It a horrendous and pathetic decision and somehow believable as people can be very inconsistent in their actions."
149,daisydill,12 May 2014 2:48pm,1,False,"Re the programme being structured to make Poland the villain - while I haven't seen it (and don't intend to) - I did expect that it would tend that way, as in the Official Version of WW2 the Axis Powers often seem to be Poland, Poland and Poland nowadays. The world of politics and political correctness is a strange and twisted one. Usually resisting the Nazis is considered to be A Very Good Thing Indeed - except if you are Polish, and then it becomes Very Bad. Once again, the lesson I take from this is to stay neutral. Poland has of course to take its share of the blame for the crimes of the Allied Powers. Those crimes have no political weight though."
150,Ruelan,12 May 2014 9:43pm,0,False,Re the programme being structured to make Poland the villain   Again no. It doesnt portray the Poles like that.
151,daisydill,13 May 2014 7:58am,1,False,"I didn't see it Ruelan - I am just going by the review above and by the assumption I made that Poles would be portrayed as &quot;baddies&quot;. The review asks this question: &quot;Were all leaders of Polish partisan groups sadistic and antisemitic?&quot;  The reviewer says certainly not. Thanks, by the way. But given the question had to be asked I am assuming that is how they were portrayed - all of them &quot;sadistic and antisemitic&quot;."
152,Bangorstu,13 May 2014 6:44pm,1,False,The AK were certainly made to be no more sympathetic than the Whrmacht - and were more anti-Semitic than the Wehrmacht soldiers seen. It's definitely a flaw with the programme.
153,Ruelan,14 May 2014 2:28am,1,False,The AK were certainly made to be no more sympathetic than the Whrmacht - and were more anti-Semitic than the Wehrmacht soldiers seen.   So how many Houses with people inside did the AK destroy? None.How many fleeing civilians did they shoot in the back? None.How many jews did they kill? None. You people are a bunch of crybabies.
154,daisydill,14 May 2014 8:28am,1,False,"We are in a bit of a Catch 22 here Ruelan. If we don't protest this, then it must be true. And its all our fault for not speaking up. But if we do, we are &quot;a bunch of crybabies&quot;. I'm not crying about it personally. I just hope lessons can be learnt about doing all we can to stay out of these wars and stay neutral. And I wouldn't have wanted the programme banned or anything. The German viewpoint needs to be heard. They had a terrible time too.  Perhaps we will see more nuanced portrayals of French and Dutch resistance to the Nazis, if we must go on making programmes about WW2?  Though I had much rather that we - the children of Adam - had born in mind that our Creator, the God of Abraham, has told us the love &quot;does not keep account of the injury&quot;. Wouldn't we all be getting along so much better if we had? And its not as if we have learnt any lessons from this constant memorialising of WW2. Genocides go on,wars go on - and we still &quot;uber&quot; and &quot;unter&quot; people."
155,BlutoBlutarsky,18 May 2014 11:49am,0,False,"Crybabies? The AK were shown to have been willing to leave the prisoners (who would have included Christians as well as Jews) to perish in the freight cars, because of their apparently overwhelming hatred for Jews. You wonder why the Poles are miffed about this? And what exactly was the reaction in the West when Karski reported about the annihilation of the Jews?"
156,BlutoBlutarsky,18 May 2014 2:12pm,0,False,Forget the last question because it looks like you're defending the German viewpoint.
157,BlutoBlutarsky,18 May 2014 3:05pm,0,False,"In fact, you said in one of your previous comments that the portrait of the leader of the Polish partisans wasn't so bad because he wasn't anti-Semitic. But of course he was, otherwise he wouldn't have shut the doors of the freight cars. What programme were you watching? Just because he let Viktor go doesn't make him one of the good guys. He was still prepared to let a wagon-full of prisoners (mostly Jewish) perish."
158,PedroConejo,12 May 2014 2:05pm,10,False,"Echoing the comments above, I didn't view the series as an unflinchingly accurate portrayal of events or a study of Nazi ideology, but I do recognise that it is the nearest I've ever seen of what it must have been like for *some* Germans at that time - especially looking east. Of course there were strained plot-lines, impossibilities and incomprehensible coincidences, but it is fiction, what do we expect?It was well acted, filmed and directed in my opinion and more than anything, it was a German programme. That is remarkable in itself."
159,DrJazz,12 May 2014 2:06pm,4,False,"Despite the implausibility of the party at the start, I found it a good depiction of the dehumanising effects of war. Historical accuracy didn't really matter because all kinds of people were caught up in that war."
160,InFlanders,12 May 2014 2:47pm,1,False,"Historical accuracy didn't really matter because all kinds of people were caught up in that war.    This seems to be a worrying non sequitur if ever I read one. Is historical accuracy never important when portraying an event that caught up &quot;all kinds of people&quot;? Or only unimportant in some historical events, including this one?"
161,DrJazz,12 May 2014 4:58pm,3,False,WWII wasn't just one event. The war was millions of events and some similar events were dramatised in this series.
162,crisscross,12 May 2014 2:06pm,7,False,"I did enjoy Generation War - it was very good drama. However, it was terribly flawed in some respects.  1. The plot device of numerous, highly unlikely coincidences (though I appreciate this was done in the interests of the drama).2. The notion that in 1941 the five central characters would not have realised Hitler's agenda in respect of the Jews, and other ethnic groups and minorities. Indeed, there is no open discussion of Hitler's &quot;final solution&quot; in any of the three episodes. What about the Hitler Youth? What about Goebbels' Jew-baiting propaganda? Kristallnacht? Mein Kampf?3. The incredible notion that in 1941, Greta would have gone out openly in Berlin with her Jewish boyfriend, Victor (who made no attempt to hide his Jewishness).4. The idea that Greta would be a supporter of Hitler in 1941, as she was clearly portrayed to be, despite having a Jewish boyfriend, and that she would then go to the opposite extreme and get a Gestapo lover. She clearly knew Victor was in danger, as she attempted to persuade the Gestapo guy to get Victor papers to enable him to escape to New York.5. The demonisation of the Polish partisans as anti-semites prepared to kill Jews, in contrast with the sympathetic portrayal of the central characters, none of whom express anti-semitic sentiments. I understand that contemporary Germans might find it hard to accept that their own parents and grandparents committed mind-boggling war crimes, and would like a more sympathetic portrayal of innocent young people caught up in something they did not understand, and later could not get out of. However, this programme goes too far in distorting the truth. I am not Jewish or Polish, but feel insulted on their behalf."
163,CentralBelter,12 May 2014 2:38pm,7,False,"I understand that contemporary Germans might find it hard to accept that their own parents and grandparents committed mind-boggling war crimes, and would like a more sympathetic portrayal of innocent young people caught up in something they did not understand, and later could not get out of. However, this programme goes too far in distorting the truth. I am not Jewish or Polish, but feel insulted on their behalf.   This is the wrong way round - and there's no need to be insulted on anybody's behalf.  It's only understandable if you take it in the context of the decades on careful work done in Germany to acknowledge crimes - much more so than has ever been done in Britain concerning the empire, for example. Apart from a few nutters, people do acknowledge the crimes that were committed. But the issue of who to identify with is the important one here, and that's what the drama addressed: it made things difficult for the audience, and I admired that. Yes, the coincidences were astounding, but it is a drama, after all. I thought Greta was an interesting portrayal of somebody swinging between extremes in an impossible situation, torn between loyalty and opportunism."
164,Ruelan,12 May 2014 9:58pm,5,False,"Indeed, there is no open discussion of Hitler's &quot;final solution&quot; in any of the three episodes.   Probably because the average German didnt take part in the Wannensee conference.    What about the Hitler Youth?   I think you got other stuff on your mind when you are being sent to the Eastern Front. But yeah no Hitler Youth. But then again the BDM was present.    What about Goebbels' Jew-baiting propaganda?   Because all Germans listened to it. Its basically present in the SS.    Kristallnacht?   You can not really expect German writers to include it if they have never seen a Jew in their entire life.    Mein Kampf?   The book that no one ever read.    4. The idea that Greta would be a supporter of Hitler in 1941, as she was clearly portrayed to be, despite having a Jewish boyfriend, and that she would then go to the opposite extreme and get a Gestapo lover. She clearly knew Victor was in danger, as she attempted to persuade the Gestapo guy to get Victor papers to enable him to escape to New York.   I think that &quot;insert random politician here&quot; does some things right. But then again i think that some of the stuff he/she does and believes is wrong.Yeah i know, amazing! Its almost as if you dont have to agree with everything a politician believes.    5. The demonisation of the Polish partisans as anti-semites prepared to kill Jews, in contrast with the sympathetic portrayal of the central characters, none of whom express anti-semitic sentiments.   Yeah lets ignore the leader of the Polish fighters who wasnt anti-semitic and lets concentrate on those two who were.Also lets forget the point-blank headshot of the Jewish girl by the SS officer or the train full of Jews bound for a camp. Or all the other &quot;fun stuff&quot; the Germans did. Like clearing the minefield. Thats what the good guys do. Its obvious that the Poles were the evil ones!    I understand that contemporary Germans might find it hard to accept that their own parents and grandparents committed mind-boggling war crimes   &quot;All Germans back then committed war crimes and if you dont portray every single one of them doing those in the media its wrong!&quot; So which particular war crimes did my Grandfathers and their brothers commit exactly. Please provide a list of their war crimes with time, date and location. Thanks."
165,IlikeBrits,12 May 2014 10:46pm,0,False,You want to be insulted on your own behalf? Easy to do.Even a British hedgehopper tried to kill my mother riding her bicycle.
166,IlikeBrits,12 May 2014 11:03pm,0,False,...and her little cousins ice skating.
167,Bangorstu,13 May 2014 6:47pm,1,False,Greta took up with the Gestapo officer to get the papers to save Viktor. I think she was more interested in her career than politics.
168,InTheStalls,12 May 2014 2:12pm,10,False,"I don't think Wilheim Winter is in fact a 'Nazi' officer at all. He is part of the Wehrmacht and the TV series shows quite clearly that war crimes were not restricted to the Nazi paramilitary forces attached to the army, the SS, and that Wehrmacht officers and soldiers were indeed complicit. This was not accepted for a long time in post-war Germany - at least till the 1970s. It may be a small point but the writer of this blog assumes that the surviving friends just happen to stumble upon each other in the bar at the end which would be a rather ridiculous co-incidence. Screen writers and dramatists do h use shorthand without 'filler scenes' so it seemed clear to me that the friends had already been able to connect after the war and had arranged to meet at the bar. We just weren't showed old-fashioned Hollywood style montages of the survivors writing to each other to set up the meeting. The producers assume the audience can fill in the gaps."
169,xanderl,12 May 2014 2:12pm,1,False,I'll never know as episode 2 started an hour late due to over-running snooker!
170,robm2001,12 May 2014 3:03pm,0,False,Watch it on iplayer then
171,MCJ39,12 May 2014 6:24pm,1,False,"Sadly, it went off as soon as Episode 3 started live on-air. The BBC have an idiotic tendency to do that with some shows."
172,cringer,12 May 2014 2:31pm,0,False,I watched all episodes but found the stories a bit diluted in parts. Films such as Black Book &amp; Counterfeiters were much more moving imo
173,thegirlfrommarz,12 May 2014 2:33pm,10,False,"I thought Generation War was mostly excellent - a flawlessly acted, gripping, emotionally involving drama about a side of the war that felt new to me as a Brit (of German extraction - my grandparents left Berlin for London in the 1930s, partly for economic reasons but partly due to my grandfather's Jewish ancestry). Watching it was rather like reading All Quiet on the Western Front for the first time - a story you know very well but from a different viewpoint. The final episode didn't quite match up to the first two, with coincidences that felt contrived for dramatic necessity and therefore a bit clunky (Lilja, Victor/Friedhelm's meeting, the final three meeting back in the bar where it all began), but it was absorbing and moving. I do agree with a lot of the criticisms - for example, barely anyone appeared to be an enthusiastic Nazi, except for the members of the Gestapo or SS. I thought it let ordinary Germans off too easily - but then again, it quickly moved the action away from Berlin to the Eastern Front and barely came back until the end. Even so, the fact that the group of close friends who had grown up under the Third Reich included a Jewish man was raised in the discussion programme as unlikely, and did feel like a dramatic contrivance at best to include the Jewish experience in its &quot;five friends&quot; conceit (but even then Generation War avoided showing the concentration camps). The &quot;war is hell&quot; message was very clear, but perhaps more emphasis could have been put on what was particularly terrible about this war and Germany's part in it, especially the visceral racial hatred that was only really hinted at by the woman who moved into Victor's parents' house and the SS officer who shot a little girl. I didn't think that the programme was trying to suggest that all partisans were anti-semitic, but if I were Polish I might well have felt indignant about that, and that point was well covered in the discussion programme afterwards. The cast was generally excellent, but I would pick out Friedhelm in particular, whose transformation from sensitive naif to nihilistic killer was incredibly well acted. Friedhelm was so damaged and had done such terrible things that there was no way back for him, and his &quot;suicide by Russians&quot; made emotional sense. By contrast, Greta had a rather underwritten final episode - all the big drama for her happened in episode 2, and the prison scenes didn't seem to add much. Was it perfect? No. Was it historically accurate? Probably not. But it was a gripping and absorbing TV drama, and the conversations it has sparked are interesting and important ones. If I have one complaint, it was that it shied away from the the most difficult issues - we never saw the concentration camps, we weren't really shown what it was that turned Nazi Germany into a byword for evil. Maybe that wasn't the story it set out to tell - but it could have done more there."
174,BlutoBlutarsky,13 May 2014 12:01pm,4,False,"A very good comment - in fact, an excellent mini-review; better than some others I've read. The link in the article above to the German review is revealing. The point the reviewer makes is that these were not typical young people of the time. Even ZDF producer Benedict did not make the claim that the five young friends were typical, but only that such friendships (Germans and Jews in 1941) were just possible. The problem with this portrayal of everyone's 'mothers or fathers' was that exceptional people were shown to be representative of the young Germans of the day when they clearly were not.. By contrast, we had the Polish partisans as types, not exceptions, and these types were almost exclusively anti-Semitic. ZDF has therefore taken the best Germans and presented them as typical and taken the worst Poles and presented those as typical. Fair? I don't think so. The scene with the freight cars and the AK (not sure if a spoiler alert is really necessry at this point, since this has been available on clips for many months) raises the following question: Viktor says: &quot;A co z nimi?&quot; (What about them?) &quot;Are they supposed to die like that?&quot; The partisan replies: &quot;Most of them are Jews. And Jews are as bad as communists or Russkies. Better dead than alive.&quot; So - the partisan is acknowledging that there may be some non-Jews on board. But since he hates Jews so much, he is willing to sacrifice even those individuals.  No wonder the Polish ambassador called this scene &quot;absurd&quot;.Others have been far less charitable."
175,BlutoBlutarsky,13 May 2014 2:51pm,2,False,"Benjamin Benedict and the others involved in 'Generation War' - particularly the writers - are no doubt tired of the Hollywood stereotype in which all wartime Germans are unremittingly evil and fanatical Nazis. Speaking as someone who spent several years living in the brilliant city of Munich (and also a little while in beautiful Heidelberg), I can easily understand this point of view. (And, yes, most Germans do have a great sense of humour, contrary to myth). But I don't think ZDF are helping their own case by presenting likeable protagonists but stereotyping others as brutal at the same time. Here's a site dealing with Polish and Eastern European stereotypes which Mr Benedict and friends might find illuminating: http://bieganski-the-blog.blogspot.co.uk/search?updated-min=2014-01-01T00:00:00-05:00&amp;updated-max=2015-01-01T00:00:00-05:00&amp;max-results=34"
176,FrDuffyFighting69th,12 May 2014 2:48pm,2,False,"It was okay. The script was a bit loose, and the editing could have been crisper. However, it gave a much neglected view of how many Germans dealt with living during those incredibly horrible years in the Third Reich."
177,handsomedaviedodds,12 May 2014 2:53pm,3,False,certainly not as accurate as the dirty dozen but very watchable all the same...
178,Leedsup,12 May 2014 4:45pm,2,False,"or 'Where Eagles Dare', that was the nearest thing to a documentary though"
179,Enheduanna,12 May 2014 8:18pm,0,False,complete with death count...https://www.youtube.com/watch?v=pRHqtbt3ORc
180,User233801,12 May 2014 2:57pm,3,False,"Considering that this series claimed to be the german band of brothers and not just an account of those German later to be named &quot;Mitl&amp;#228;ufer&quot; this series is basically a huge self pitting Propaganda lie that paints a picture of a nation of more or less just victims with all good intentions. The Nazis depicted here come across&amp;nbsp; more or less like an alien race that invaded Germany rather than coming right out of the heart of the society which is simply a lie.&amp;nbsp; Accutally a bold lie.&amp;nbsp; Even in post war germany you didn't have to search to find Nazis that did not feel sorry within the educational system,&amp;nbsp; the jurisdiction,&amp;nbsp; the military or the police.&amp;nbsp; As late as 1978 one of my teachers at school very boldly expressed his views on school trips.&amp;nbsp; He wouldn't mind to sing the Horst Wessel Lied either as soon as he was drunk.&amp;nbsp; I am not saying this is Germany today rather the opposite but there seems to be an urge to paint Germans rather as victims within the post (!) war generation perfectly served by this series. The question to ask might be why are the&amp;nbsp; generations born since 1960 so keen to repaint history although&amp;nbsp; almost all of them are not sympathetic to Nazi Ideas? Maybe they just want to reduce the burden of history that rests upon their shoulders by simply being born in the wrong place.&amp;nbsp; Anyway its wrong and this series is an epic disasters I have to say although I am german."
181,Ruelan,12 May 2014 10:02pm,4,False,onsidering that this series claimed to be the german band of brothers   Actually the makers of the series or the German media never called it the &quot;German Band of Brothers&quot;. The Anglo-media made it up.
182,User233801,13 May 2014 12:43am,1,False,Actaully that is wrong.&amp;nbsp; It was used all over german media among them Der Spiegel. Working myself in media promotion for ages&amp;nbsp; I can assure that this coincidence usually is the result of a press sheet branding things upfront.&amp;nbsp;
183,Qube2,16 May 2014 9:59am,0,False,"Of course, the 1968 student protests were an urge to out and rid the system of nazis, like the character Dorn (Greta's Gestapo man), who had simply slipped back in to a suit and a desk job in the post war system. Germans don't forget this past, which is a good thing. However, they don't need to beat themselves up about it either. And they are allowed to recognise how they suffered through their country's actions as willing and unwilling participants."
184,InFlanders,12 May 2014 3:03pm,2,False,"I thought the coincidences of the friends meeting now and again spoiled the drama. Not because the chance meetings were not believable - even though they weren't - but because they were actually less dramatically powerful than if the friends had never met again (at least till after the war), or were shown to have almost been able to meet (for example one passes within a few miles of the other).  The tragedy of war is that often people don't meet again. Last letters are sometimes delivered, but more often lost. Someone promises to carry a letter for another person, but then the letter carrier him/herself gets killed. Last farewells never reach the recipient. To me that is much more poignant in dramatic terms than dramatically- orchestrated 'meet ups'."
185,tomaszzaraza,12 May 2014 3:06pm,4,False,"right.so every farmer and every resistance member in Poland were anti-semite. what a pile of rubbish. and German actors speaking Polish.I cringed at that, too."
186,BlutoBlutarsky,14 May 2014 7:09pm,0,False,"The Polish resistance scenes were the most suspect part of the film. Even if the acting was good here as elsewhere, it was the script that was unbelievable. People with German accents speaking Polish talking about bigos and kielbasa? Why didn't they get Polish actors? Then again, would any Polish actors have wanted these parts? Yeah, you know - bigos is best if left overnight....yeah, man. Don't forget the mushrooms - or the garlic. Yum - smaczne..."
187,tomaszzaraza,15 May 2014 9:16am,0,False,yep.spot on.and I too was wondering about Polish actors. I don't know if anyone was invited to star in it but thank god they didn't.
188,Qube2,16 May 2014 10:01am,0,False,"However, it is true that the last bowl from the pot is the best."
189,BlutoBlutarsky,18 May 2014 11:37am,0,False,"The trick with bigos, of course, is to make it never-ending by adding ingredients (a bit like this discussion). But the bigos scene shows up the contrast between the way the Germans and the Poles are depicted. Friedhelm might go on to become a deranged murderer, but he starts out as a sensitive, Hermann Hesse-reading intellectual, whereas the bigos-eating Poles are inherently nasty, even if one of them turns out slightly less nasty than the others."
190,yealandRed,12 May 2014 3:28pm,1,False,I'm not certain where 'Mad Men' goes to war comes from. I never got that feeling ever though Greta does have a lovely frock made for her.
191,Cyril42,12 May 2014 3:56pm,5,False,"I am not going to comment on the TV drama as I would have to reflect on the Austrian perspective, a country which long neclected if not actively denied its share of responsibility regarding the 3. Reich and WWII, only slowly starting to confront itself with the past in the late 80s, ironically triggered by Waldheim's stubborn denial and Haider's impertinence. Instead, let me add a meta-observation: the above comments indicate a remarkably sober and fair-minded appreciation of controversy which might not be generally prevalent but at least proves what a level-headed discussion can achieve in thought-provoking and enlightening terms."
192,Devongirl4,12 May 2014 4:32pm,3,False,I thought it was really good. Pity the Guardian has taken two days to bother with an article. Overlooking the coincidences etc I thought the portrayal of war was excellent and harrowing
